"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-03","0.00","0.0","0.0","67","84","51"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-04","0.20","0.0","0.0","71","77","65"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-05","0.03","0.0","0.0","67","75","60"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-06","0.19","0.0","0.0","66","71","60"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-07","0.24","0.0","0.0","71","83","60"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-08","0.03","0.0","0.0","64","74","51"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-09","0.01","0.0","0.0","66","78","59"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-10","0.00","0.0","0.0","64","76","54"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-11","0.54","0.0","0.0","61","65","52"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-12","0.00","0.0","0.0","54","60","52"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-13","0.00","0.0","0.0","62","73","56"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-14","0.00","0.0","0.0","66","83","57"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-15","0.05","0.0","0.0","67","73","45"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-16","0.02","0.0","0.0","51","61","42"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-17","0.00","0.0","0.0","52","68","40"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-18","0.00","0.0","0.0","53","70","39"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-19","0.00","0.0","0.0","57","73","46"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-20","0.00","0.0","0.0","58","77","44"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-21","0.00","0.0","0.0","61","77","48"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-22","0.00","0.0","0.0","65","79","55"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-23","0.53","0.0","0.0","63","66","50"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-24","0.18","0.0","0.0","49","50","42"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-25","0.00","0.0","0.0","44","50","32"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-26","0.00","0.0","0.0","41","58","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-27","0.21","0.0","0.0","46","53","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-28","0.00","0.0","0.0","38","42","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-29","0.00","0.0","0.0","38","42","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-30","0.01","0.0","0.0","39","51","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-10-31","0.00","0.0","0.0","39","42","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-01","0.12","0.0","0.0","38","49","36"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-02","0.21","0.0","0.0","56","65","49"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-03","0.00","0.0","0.0","52","58","39"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-04","0.02","0.0","0.0","44","56","39"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-05","1.04","0.0","0.0","60","68","49"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-06","0.00","0.0","0.0","49","51","40"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-07","0.00","0.0","0.0","43","49","38"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-08","0.00","0.0","0.0","40","50","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-09","0.00","0.0","0.0","38","51","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-10","0.00","0.0","0.0","29","31","22"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-11","0.00","0.0","0.0","27","37","21"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-12","0.26","0.0","0.0","35","41","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-13","0.00","0.0","0.0","38","45","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-14","0.00","0.0","0.0","38","51","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-15","0.46","0.0","0.0","43","50","40"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-16","0.00","0.0","0.0","40","44","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-17","0.29","0.0","0.0","40","48","36"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-18","2.96","0.0","0.0","49","55","40"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-19","0.00","0.0","0.0","38","42","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-20","0.00","0.0","0.0","35","49","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-21","0.05","0.0","0.0","43","50","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-22","0.00","0.0","0.0","35","39","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-23","0.00","0.0","0.0","33","43","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-24","0.00","0.0","0.0","39","57","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-25","0.00","0.0","0.0","48","52","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-26","0.00","0.0","0.0","35","47","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-27","0.00","0.0","0.0","41","58","31"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-28","0.00","0.0","0.0","51","64","45"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-29","0.00","0.0","0.0","48","55","34"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-11-30","0.08","0.0","0.0","43","52","32"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-01","0.00","0.0","0.0","37","51","26"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-02","0.00","0.0","0.0","37","53","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-03","0.00","0.0","0.0","40","56","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-04","0.00","0.0","0.0","47","61","39"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-05","0.09","0.0","0.0","46","60","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-06","0.00","0.0","0.0","32","40","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-07","0.00","0.1","0.0","27","31","17"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-08","0.00","0.0","0.0","23","34","15"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-09","0.07","1.2","0.0","26","31","21"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-10","0.00","0.0","1.2","26","34","18"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-11","0.00","0.0","0.0","30","35","19"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-12","0.05","1.4","0.0","27","34","17"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-13","0.08","0.9","1.2","22","36","12"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-14","0.00","0.1","1.2","23","30","12"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-15","0.00","0.0","1.2","24","32","19"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-16","0.00","0.0","1.2","35","46","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-17","0.01","0.0","0.0","31","41","26"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-18","0.02","0.0","0.0","41","48","38"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-19","0.00","0.0","0.0","42","49","36"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-20","0.00","0.0","0.0","36","43","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-21","0.00","0.0","0.0","32","40","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-22","0.07","0.0","0.0","37","41","34"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-23","0.12","1.1","0.0","35","38","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-24","0.34","3.6","0.0","27","28","19"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-25","0.00","0.3","3.1","18","20","8"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-26","0.00","0.0","3.9","8","9","-1"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-27","0.00","0.0","3.1","2","12","-7"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-28","0.05","0.7","3.1","3","13","-6"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-29","0.10","1.5","5.1","13","16","10"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-30","0.00","0.3","5.1","13","17","-2"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2017-12-31","0.01","0.2","3.9","5","16","-4"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-01","0.00","0.0","3.1","1","5","-8"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-02","0.00","0.0","3.1","-6","4","-13"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-03","0.00","0.6","3.1","8","18","-3"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-04","0.02","0.9","3.9","14","17","11"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-05","0.00","0.2","3.9","8","12","1"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-06","0.00","0.1","3.9","5","11","-2"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-07","0.01","0.0","3.9","13","35","-1"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-08","0.20","1.2","3.1","34","35","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-09","0.00","0.0","2.0","31","32","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-10","0.05","0.0","1.2","36","55","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-11","0.05","0.0","0.0","55","59","53"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-12","0.36","0.7","0.0","38","54","18"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-13","0.01","0.1","1.2","17","21","9"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-14","0.00","0.0","1.2","11","19","4"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-15","0.17","2.6","2.0","18","24","8"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-16","0.00","0.0","3.1","6","10","-4"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-17","0.00","0.2","3.1","9","19","-2"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-18","0.00","0.0","2.0","18","27","13"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-19","0.00","0.0","2.0","27","36","22"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-20","0.00","0.0","1.2","35","41","31"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-21","0.02","0.0","0.0","40","47","37"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-22","0.19","0.0","0.0","49","54","40"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-23","0.08","0.0","0.0","39","40","31"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-24","0.01","0.2","0.0","31","32","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-25","0.00","0.0","0.0","32","39","26"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-26","0.00","0.0","0.0","39","54","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-27","0.07","0.0","0.0","47","51","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-28","0.00","0.0","0.0","36","50","26"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-29","0.01","0.4","0.0","32","35","24"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-30","0.00","0.0","0.0","25","29","21"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-01-31","0.00","0.0","0.0","34","46","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-01","0.00","0.1","0.0","34","39","13"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-02","0.00","0.0","0.0","15","22","11"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-03","0.00","0.0","0.0","24","38","18"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-04","0.09","1.1","0.0","32","36","16"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-05","0.22","2.2","0.0","13","20","3"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-06","0.04","2.5","5.1","16","21","1"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-07","0.00","0.3","3.9","21","26","15"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-08","0.00","0.0","2.0","15","21","4"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-09","0.07","1.0","3.1","28","40","21"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-10","0.00","0.1","1.2","27","31","24"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-11","0.10","0.0","0.0","25","29","21"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-12","0.00","0.0","0.0","22","32","9"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-13","0.00","0.0","0.0","21","32","13"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-14","0.01","0.0","0.0","34","46","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-15","0.26","0.0","0.0","51","60","46"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-16","0.00","0.0","0.0","40","46","26"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-17","0.11","2.3","0.0","30","35","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-18","0.00","0.0","2.0","33","41","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-19","1.24","0.0","0.0","45","61","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-20","0.51","0.0","0.0","62","70","55"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-21","0.69","0.0","0.0","46","57","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-22","0.06","0.0","0.0","37","42","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-23","0.21","0.0","0.0","41","53","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-24","0.32","0.0","0.0","41","49","38"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-25","0.05","0.0","0.0","43","57","32"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-26","0.00","0.0","0.0","39","52","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-27","0.00","0.0","0.0","44","59","32"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-02-28","0.39","0.0","0.0","50","62","42"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-01","0.69","0.0","0.0","46","51","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-02","0.00","0.0","0.0","37","46","32"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-03","0.00","0.0","0.0","35","43","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-04","0.00","0.0","0.0","34","44","26"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-05","0.02","0.1","0.0","33","40","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-06","0.07","0.3","0.0","36","50","26"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-07","0.01","0.1","0.0","33","34","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-08","0.00","0.1","0.0","27","32","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-09","0.00","0.0","0.0","29","37","23"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-10","0.00","0.0","0.0","30","42","20"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-11","0.00","0.0","0.0","31","42","23"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-12","0.01","0.1","0.0","31","42","21"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-13","0.03","0.1","0.0","31","37","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-14","0.00","0.0","0.0","30","40","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-15","0.00","0.0","0.0","37","48","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-16","0.00","0.0","0.0","30","40","20"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-17","0.10","0.3","0.0","33","40","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-18","0.00","0.0","0.0","37","57","23"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-19","0.00","0.0","0.0","40","50","31"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-20","0.00","0.0","0.0","35","46","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-21","0.07","1.0","1.2","35","47","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-22","0.00","0.0","0.0","35","48","22"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-23","0.00","0.0","0.0","36","49","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-24","0.00","0.0","0.0","34","42","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-25","0.00","0.0","0.0","33","44","22"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-26","0.03","0.0","0.0","37","54","24"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-27","0.77","0.0","0.0","49","55","44"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-28","0.00","0.0","0.0","46","48","42"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-29","0.89","0.0","0.0","45","47","42"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-30","0.00","0.0","0.0","42","48","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-03-31","0.15","0.0","0.0","41","52","32"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-01","0.01","0.1","0.0","37","40","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-02","0.00","0.0","0.0","32","43","22"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-03","0.65","0.0","0.0","43","63","39"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-04","0.00","0.0","0.0","39","41","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-05","0.07","0.5","0.0","33","43","27"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-06","0.06","0.3","0.0","38","44","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-07","0.00","0.0","0.0","31","40","24"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-08","0.00","0.0","0.0","30","40","19"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-09","0.04","0.5","0.0","35","41","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-10","0.00","0.0","0.0","35","41","25"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-11","0.00","0.0","0.0","44","64","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-12","0.01","0.0","0.0","61","77","49"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-13","0.00","0.0","0.0","64","79","53"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-14","0.66","0.0","0.0","51","64","36"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-15","0.46","0.0","0.0","38","46","35"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-16","0.02","0.2","0.0","35","38","30"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-17","0.00","0.0","0.0","33","41","28"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-18","0.03","0.0","0.0","34","44","24"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-19","0.11","0.8","0.0","42","55","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-20","0.00","0.0","0.0","44","61","29"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-21","0.00","0.0","0.0","46","56","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-22","0.00","0.0","0.0","51","64","40"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-23","0.03","0.0","0.0","52","71","39"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-24","0.01","0.0","0.0","54","57","51"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-25","0.00","0.0","0.0","56","65","41"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-26","0.00","0.0","0.0","49","67","34"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-27","0.08","0.0","0.0","54","64","40"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-28","0.01","0.0","0.0","48","55","38"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-29","0.00","0.0","0.0","45","61","32"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-04-30","0.00","0.0","0.0","53","75","33"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-01","0.00","0.0","0.0","65","85","49"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-02","0.00","0.0","0.0","72","87","58"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-03","1.16","0.0","0.0","71","75","64"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-04","0.06","0.0","0.0","68","74","54"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-05","0.00","0.0","0.0","63","77","51"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-06","0.00","0.0","0.0","66","79","54"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-07","0.00","0.0","0.0","61","72","48"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-08","0.00","0.0","0.0","61","78","45"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-09","0.31","0.0","0.0","67","85","50"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-10","0.18","0.0","0.0","69","75","59"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-11","0.00","0.0","0.0","56","61","48"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-12","0.01","0.0","0.0","53","66","46"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-13","0.06","0.0","0.0","59","77","50"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-14","0.24","0.0","0.0","67","83","57"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-15","0.16","0.0","0.0","71","76","60"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-16","0.00","0.0","0.0","66","77","57"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-17","0.00","0.0","0.0","67","80","54"
"USW00014827","FORT WAYNE INTERNATIONAL AIRPORT, IN US","2018-05-18","0.29","0.0","0.0","63","67","56"
