"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-03-29","63","81","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-03-30","64","79","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-03-31","61","64","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-01","56","67","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-02","57","63","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-03","55","65","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-04","56","63","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-05","57","63","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-06","60","64","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-07","62","64","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-08","58","64","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-09","58","75","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-10","63","65","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-11","56","65","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-12","54","63","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-13","55","66","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-14","58","71","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-15","58","64","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-16","52","57","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-17","52","63","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-18","54","60","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-19","55","63","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-20","56","67","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-21","58","75","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-22","59","76","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-23","60","74","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-24","58","66","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-25","57","65","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-26","56","63","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-27","58","67","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-28","59","66","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-29","58","64","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-04-30","57","63","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-01","56","67","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-02","57","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-03","57","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-04","57","69","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-05","56","61","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-06","57","65","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-07","60","71","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-08","60","70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-09","60","67","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-10","59","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-11","59","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-12","69","76","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-13","61","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-14","59","65","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-15","60","67","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-16","60","68","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-17","59","65","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-18","58","64","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-19","57","63","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-20","57","62","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-21","58","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-22","57","61","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-23","57","63","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-24","58","64","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-25","59","65","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-26","59","66","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-27","60","74","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-28","65","84","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-29","64","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-30","58","62","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-05-31","58","64","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-01","59","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-02","65","85","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-03","64","75","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-04","61","67","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-05","59","65","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-06","58","65","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-07","60","66","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-08","61","70","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-09","61","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-10","60","68","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-11","61","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-12","64","76","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-13","64","76","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-14","62","77","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-15","62","66","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-16","62","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-17","62","72","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-18","65","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-19","60","67","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-20","59","65","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-21","60","69","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-22","64",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-23","69",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-24","69",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-25","67",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-26","65",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-27","64",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-28","64",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-29","66",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-06-30","71",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-01","69",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-02","68",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-03","67",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-04","68",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-05","67",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-06","72",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-07","74",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-08","68",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-09","64",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-10","70",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-11","70",,
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-12","63","75","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-13","65","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-14","62","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-15","60","69","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-16","61","69","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-17","60","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-18","61","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-19","62","72","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-20","63","83","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-21","66","75","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-22","64","72","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-23","62","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-24","61","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-25","61","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-26","59","69","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-27","59","65","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-28","58","66","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-29","58","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-30","58","66","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-07-31","58","65","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-01","58","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-02","59","68","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-03","61","72","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-04","62","73","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-05","61","68","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-06","60","73","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-07","58","64","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-08","59","70","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-09","60","79","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-10","60","71","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-11","64","74","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-12","63","72","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-13","60","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-14","59","66","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-15","63","71","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-16","63","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-17","62","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-18","60","71","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-19","59","68","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-20","60","72","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-21","60","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-22","63","72","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-23","63","70","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-24","63","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-25","60","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-26","60","72","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-27","62","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-28","62","68","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-29","65","74","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-30","65","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-08-31","62","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-01","60","68","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-02","60","69","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-03","60","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-04","61","70","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-05","61","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-06","58","64","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-07","59","72","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-08","61","73","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-09","62","73","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-10","61","77","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-11","61","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-12","60","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-13","60","68","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-14","60","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-15","59","65","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-16","60","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-17","61","66","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-18","59","67","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-19","58","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-20","64","85","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-21","66","74","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-22","58","66","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-23","58","69","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-24","58","73","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-25","58","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-26","57","73","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-27","57","64","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-28","59","68","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-29","62","70","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-09-30","65","75","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-01","64","73","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-02","65","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-03","67","74","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-04","64","71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-05","60","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-06","61","72","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-07","67","78","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-08","69","79","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-09","62","76","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-10","60","68","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-11","60","70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-12","62","79","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-13","63","78","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-14","58","72","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-15","65","81","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-16","62","73","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-17","57","69","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-18","56","69","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-19","58","74","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-20","58","67","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-21","55","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-22","57","64","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-23","56","65","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-24","58","71","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-25","58","72","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-26","60","73","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-27","61","70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-28","61","72","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-29","60","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-30","59","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-10-31","59","76","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-01","64","82","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-02","63","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-03","62","79","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-04","59","65","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-05","59","73","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-06","57","70","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-07","58","73","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-08","58","68","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-09","61","68","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-10","54","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-11","56","67","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-12","55","67","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-13","55","61","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-14","54","65","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-15","53","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-16","53","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-17","53","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-18","51","57","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-19","53","62","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-20","53","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-21","57","60","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-22","58","63","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-23","58","62","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-24","60","61","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-25","54","62","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-26","54","62","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-27","56","60","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-28","59","64","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-29","59","60","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-11-30","56","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-01","54","59","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-02","50","55","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-03","51","56","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-04","52","55","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-05","52","55","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-06","53","60","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-07","52","60","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-08","52","60","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-09","51","55","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-10","50","58","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-11","50","56","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-12","55","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-13","52","61","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-14","54","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-15","56","62","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-16","57","61","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-17","54","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-18","53","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-19","55","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-20","52","55","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-21","53","58","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-22","52","56","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-23","53","56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-24","54","60","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-25","53","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-26","53","59","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-27","53","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2018-12-28","54","58","44"
